ollama-1  | 2026-09-07T12:18:18.565176545Z Couldn't find '/root/.ollama/id_ed25519'. Generating new private key.
ollama-1  | 2026-09-07T12:18:18.566687753Z Your new public key is: 
ollama-1  | 2026-09-07T12:18:18.566701420Z 
ollama-1  | 2026-09-07T12:18:18.566703212Z ssh-ed25519 AAAAC3NzaC1lZDI1NTE5AAAAIMuIpvg9hx+bYvFJVHll2MlO4uRVIgLHS6BmV3U2EbEa
ollama-1  | 2026-09-07T12:18:18.566704170Z 
ollama-1  | 2026-09-07T12:18:18.574229712Z time=2026-09-07T12:18:18.572Z level=INFO source=routes.go:1961 msg="server config" env="map[CUDA_VISIBLE_DEVICES: GGML_VK_VISIBLE_DEVICES: GPU_DEVICE_ORDINAL: HIP_VISIBLE_DEVICES: HSA_OVERRIDE_GFX_VERSION: HTTPS_PROXY: HTTP_PROXY: LLAMA_ARG_FIT: LLAMA_ARG_FIT_TARGET: NO_PROXY: OLLAMA_CONTEXT_LENGTH:0 OLLAMA_DEBUG:INFO OLLAMA_DEBUG_LOG_REQUESTS:false OLLAMA_EDITOR: OLLAMA_FLASH_ATTENTION:false OLLAMA_GO_TEMPLATE:true OLLAMA_GPU_OVERHEAD:0 OLLAMA_HOST:http://0.0.0.0:11434 OLLAMA_IGPU_ENABLE: OLLAMA_KEEP_ALIVE:5m0s OLLAMA_KV_CACHE_TYPE: OLLAMA_LLM_LIBRARY: OLLAMA_LOAD_TIMEOUT:5m0s OLLAMA_MAX_LOADED_MODELS:0 OLLAMA_MAX_QUEUE:512 OLLAMA_MAX_TRANSFER_STREAMS:4 OLLAMA_MODELS:/root/.ollama/models OLLAMA_NOHISTORY:false OLLAMA_NOPRUNE:false OLLAMA_NO_CLOUD:false OLLAMA_NUM_PARALLEL:1 OLLAMA_ORIGINS:[http://localhost https://localhost http://localhost:* https://localhost:* http://127.0.0.1 https://127.0.0.1 http://127.0.0.1:* https://127.0.0.1:* http://0.0.0.0 https://0.0.0.0 http://0.0.0.0:* https://0.0.0.0:* app://* file://* tauri://* vscode-webview://* vscode-file://*] OLLAMA_REMOTES:[ollama.com] OLLAMA_SCHED_SPREAD:false OLLAMA_VULKAN:true ROCR_VISIBLE_DEVICES: http_proxy: https_proxy: no_proxy:]"
ollama-1  | 2026-09-07T12:18:18.574245128Z time=2026-09-07T12:18:18.574Z level=INFO source=routes.go:1963 msg="Ollama cloud disabled: false"
ollama-1  | 2026-09-07T12:18:18.574703087Z time=2026-09-07T12:18:18.574Z level=INFO source=images.go:883 msg="total blobs: 0"
ollama-1  | 2026-09-07T12:18:18.574706378Z time=2026-09-07T12:18:18.574Z level=INFO source=images.go:890 msg="total unused blobs removed: 0"
ollama-1  | 2026-09-07T12:18:18.574906045Z time=2026-09-07T12:18:18.574Z level=INFO source=routes.go:2023 msg="Listening on [::]:11434 (version 0.31.1)"
ollama-1  | 2026-09-07T12:18:18.575975795Z time=2026-09-07T12:18:18.575Z level=INFO source=model_list_cache.go:111 msg="model list cache hydration complete" models=0 failures=0 elapsed=816.917µs
ollama-1  | 2026-09-07T12:18:18.590674378Z time=2026-09-07T12:18:18.590Z level=INFO source=runner.go:60 msg="discovering available GPUs..."
ollama-1  | 2026-09-07T12:18:18.751859087Z time=2026-09-07T12:18:18.751Z level=INFO source=types.go:50 msg="inference compute" id=cpu library=cpu compute="" name=cpu description=cpu libdirs=ollama driver="" pci_id="" type="" total="9.7 GiB" available="9.6 GiB"
ollama-1  | 2026-09-07T12:18:18.751879254Z time=2026-09-07T12:18:18.751Z level=INFO source=routes.go:2073 msg="vram-based default context" total_vram="0 B" default_num_ctx=4096
ollama-1  | 2026-09-07T12:18:19.053070420Z time=2026-09-07T12:18:19.053Z level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h19m29.85362233s consecutive_failures=0
ollama-1  | 2026-09-07T12:18:28.438398383Z [GIN] 2026/09/07 - 12:18:28 | 200 |     145.291µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:18:20.966409337Z [GIN] 2026/09/07 - 13:18:20 | 200 |      53.125µs |      172.18.0.4 | GET      "/api/version"
ollama-1  | 2026-09-07T13:18:22.038337296Z [GIN] 2026/09/07 - 13:18:22 | 200 |       157.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:18:22.040567588Z [GIN] 2026/09/07 - 13:18:22 | 200 |       698.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:18:32.102134259Z [GIN] 2026/09/07 - 13:18:32 | 200 |      57.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:18:32.102662718Z [GIN] 2026/09/07 - 13:18:32 | 200 |     341.583µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:18:42.232736958Z [GIN] 2026/09/07 - 13:18:42 | 200 |     150.209µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:18:42.234075125Z [GIN] 2026/09/07 - 13:18:42 | 200 |     886.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:18:52.310998171Z [GIN] 2026/09/07 - 13:18:52 | 200 |        56.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:18:52.311484796Z [GIN] 2026/09/07 - 13:18:52 | 200 |     402.292µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:19:02.376775384Z [GIN] 2026/09/07 - 13:19:02 | 200 |     278.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:19:02.378116009Z [GIN] 2026/09/07 - 13:19:02 | 200 |    1.027125ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:19:12.442103208Z [GIN] 2026/09/07 - 13:19:12 | 200 |      33.583µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:19:12.442591333Z [GIN] 2026/09/07 - 13:19:12 | 200 |       392.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:19:22.495360380Z [GIN] 2026/09/07 - 13:19:22 | 200 |     526.625µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:19:22.497621796Z [GIN] 2026/09/07 - 13:19:22 | 200 |    1.820542ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:19:32.562913510Z [GIN] 2026/09/07 - 13:19:32 | 200 |      27.459µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:19:32.563320760Z [GIN] 2026/09/07 - 13:19:32 | 200 |     276.917µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:19:42.632068042Z [GIN] 2026/09/07 - 13:19:42 | 200 |     203.042µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:19:42.633074792Z [GIN] 2026/09/07 - 13:19:42 | 200 |     783.208µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:19:52.694285005Z [GIN] 2026/09/07 - 13:19:52 | 200 |      71.625µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:19:52.696349255Z [GIN] 2026/09/07 - 13:19:52 | 200 |     765.291µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:20:02.770046135Z [GIN] 2026/09/07 - 13:20:02 | 200 |     228.791µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:20:02.780213176Z [GIN] 2026/09/07 - 13:20:02 | 200 |    8.974334ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:20:12.858625625Z [GIN] 2026/09/07 - 13:20:12 | 200 |      42.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:20:12.859554667Z [GIN] 2026/09/07 - 13:20:12 | 200 |     469.875µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:20:22.935922130Z [GIN] 2026/09/07 - 13:20:22 | 200 |     166.375µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:20:22.937097713Z [GIN] 2026/09/07 - 13:20:22 | 200 |       933.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:20:33.000816135Z [GIN] 2026/09/07 - 13:20:33 | 200 |     199.584µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:20:33.001752426Z [GIN] 2026/09/07 - 13:20:33 | 200 |     754.125µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:20:43.100416500Z [GIN] 2026/09/07 - 13:20:43 | 200 |     173.208µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:20:43.101451209Z [GIN] 2026/09/07 - 13:20:43 | 200 |     745.791µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:20:53.154007463Z [GIN] 2026/09/07 - 13:20:53 | 200 |          47µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:20:53.154698963Z [GIN] 2026/09/07 - 13:20:53 | 200 |       528.5µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:03.234418552Z [GIN] 2026/09/07 - 13:21:03 | 200 |     217.041µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:21:03.236024302Z [GIN] 2026/09/07 - 13:21:03 | 200 |    1.252833ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:13.305796417Z [GIN] 2026/09/07 - 13:21:13 | 200 |     236.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:21:13.306780125Z [GIN] 2026/09/07 - 13:21:13 | 200 |     688.584µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:23.412208755Z [GIN] 2026/09/07 - 13:21:23 | 200 |     160.167µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:21:23.413229797Z [GIN] 2026/09/07 - 13:21:23 | 200 |     787.167µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:33.472597510Z [GIN] 2026/09/07 - 13:21:33 | 200 |       264.5µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:21:33.474061385Z [GIN] 2026/09/07 - 13:21:33 | 200 |    1.245958ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:43.622817417Z [GIN] 2026/09/07 - 13:21:43 | 200 |     305.291µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:21:43.625392667Z [GIN] 2026/09/07 - 13:21:43 | 200 |    2.124916ms |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:53.273937838Z [GIN] 2026/09/07 - 13:21:53 | 200 |     985.667µs |      172.18.0.4 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:53.680351464Z [GIN] 2026/09/07 - 13:21:53 | 200 |      23.917µs |       127.0.0.1 | HEAD     "/"
ollama-1  | 2026-09-07T13:21:53.680641589Z [GIN] 2026/09/07 - 13:21:53 | 200 |     138.625µs |       127.0.0.1 | GET      "/api/tags"
ollama-1  | 2026-09-07T13:21:54.022014130Z time=2026-09-07T13:21:54.021Z level=INFO source=sched.go:1158 msg="disabling mmap for llama-server load by default" model=/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf reason=cpu
ollama-1  | 2026-09-07T13:21:54.022036214Z time=2026-09-07T13:21:54.021Z level=INFO source=server.go:109 msg="using llama-server for model" model=/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf
ollama-1  | 2026-09-07T13:21:54.022280214Z time=2026-09-07T13:21:54.022Z level=INFO source=llama_server.go:425 msg="starting llama-server" cmd="/usr/lib/ollama/llama-server --model /root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf --port 45389 --host 127.0.0.1 --no-webui --offline -c 4096 -np 1 --log-verbosity 4 --no-log-prefix --no-log-timestamps --no-jinja --chat-template chatml --no-mmap --flash-attn auto -b 512 -ub 512 --context-shift --keep 4"
ollama-1  | 2026-09-07T13:21:54.022497297Z time=2026-09-07T13:21:54.022Z level=INFO source=sched.go:623 msg="system memory" total="9.7 GiB" free="9.7 GiB" free_swap="1024.0 MiB"
ollama-1  | 2026-09-07T13:21:54.022507255Z time=2026-09-07T13:21:54.022Z level=INFO source=llama_server.go:960 msg="loading model via llama-server" model=/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf
ollama-1  | 2026-09-07T13:21:54.022509297Z time=2026-09-07T13:21:54.022Z level=INFO source=llama_server.go:1207 msg="waiting for llama-server to start responding"
ollama-1  | 2026-09-07T13:21:54.022677255Z time=2026-09-07T13:21:54.022Z level=INFO source=llama_server.go:1262 msg="waiting for llama-server to become available" status="llm server not responding"
ollama-1  | 2026-09-07T13:21:54.028739672Z cmn  common_param: common_params_print_info: build 1 (8c146a836) with Clang 21.1.8 for Linux aarch64
ollama-1  | 2026-09-07T13:21:54.028746422Z cmn  common_param: common_params_print_info: verbosity = 4 (adjust with the `-lv N` CLI arg)
ollama-1  | 2026-09-07T13:21:54.028747547Z cmn  common_param: device_info:
ollama-1  | 2026-09-07T13:21:54.028748339Z cmn  common_param:   - CPU     : CPU (9934 MiB, 9934 MiB free)
ollama-1  | 2026-09-07T13:21:54.028749214Z cmn  common_param: system_info: n_threads = 6 (n_threads_batch = 6) / 6 | CPU : NEON = 1 | ARM_FMA = 1 | FP16_VA = 1 | DOTPROD = 1 | LLAMAFILE = 1 | REPACK = 1 | 
ollama-1  | 2026-09-07T13:21:54.028821172Z srv          init: using 5 threads for HTTP server
ollama-1  | 2026-09-07T13:21:54.028825422Z srv          init: The UI is disabled
ollama-1  | 2026-09-07T13:21:54.028826589Z srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
ollama-1  | 2026-09-07T13:21:54.028936589Z srv         start: binding port with default address family
ollama-1  | 2026-09-07T13:21:54.030467505Z srv    load_model: loading model '/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf'
ollama-1  | 2026-09-07T13:21:54.030471547Z srv    load_model: local path '/root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf'
ollama-1  | 2026-09-07T13:21:54.030472464Z cmn  common_init_: fitting params to device memory ...
ollama-1  | 2026-09-07T13:21:54.030473297Z cmn  common_init_: (for bugs during this step try to reproduce them with -fit off, or provide --verbose logs if the bug only occurs with -fit on)
ollama-1  | 2026-09-07T13:21:54.030474172Z common_params_fit_impl: getting device memory data for initial parameters:
ollama-1  | 2026-09-07T13:21:54.051057755Z common_memory_breakdown_print: | memory breakdown [MiB] | total   free    self   model   context   compute    unaccounted |
ollama-1  | 2026-09-07T13:21:54.051064339Z common_memory_breakdown_print: |   - Host               |                 1659 =    53 +    1536 +      70                |
ollama-1  | 2026-09-07T13:21:54.051083922Z common_memory_breakdown_print: |   - CPU_REPACK         |                 2021 =  2021 +       0 +       0                |
ollama-1  | 2026-09-07T13:21:54.051802047Z common_params_fit_impl: projected to use 1659 MiB of host memory vs. 9934 MiB of total host memory
ollama-1  | 2026-09-07T13:21:54.051805047Z common_params_fit_impl: will leave 8274 >= 1024 MiB of system memory, no changes needed
ollama-1  | 2026-09-07T13:21:54.051806214Z common_fit_params: successfully fit params to free device memory
ollama-1  | 2026-09-07T13:21:54.051807047Z common_fit_params: fitting params to free memory took 0.02 seconds
ollama-1  | 2026-09-07T13:21:54.054014255Z llama_model_loader: loaded meta data with 36 key-value pairs and 197 tensors from /root/.ollama/models/blobs/sha256-633fc5be925f9a484b61d6f9b9a78021eeb462100bd557309f01ba84cac26adf (version GGUF V3 (latest))
ollama-1  | 2026-09-07T13:21:54.054017464Z llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.
ollama-1  | 2026-09-07T13:21:54.054018380Z llama_model_loader: - kv   0:                       general.architecture str              = phi3
ollama-1  | 2026-09-07T13:21:54.054019255Z llama_model_loader: - kv   1:                               general.type str              = model
ollama-1  | 2026-09-07T13:21:54.054020130Z llama_model_loader: - kv   2:                               general.name str              = Phi 3 Mini 128k Instruct
ollama-1  | 2026-09-07T13:21:54.054021214Z llama_model_loader: - kv   3:                           general.finetune str              = 128k-instruct
ollama-1  | 2026-09-07T13:21:54.054022089Z llama_model_loader: - kv   4:                           general.basename str              = Phi-3
ollama-1  | 2026-09-07T13:21:54.054023005Z llama_model_loader: - kv   5:                         general.size_label str              = mini
ollama-1  | 2026-09-07T13:21:54.054023839Z llama_model_loader: - kv   6:                            general.license str              = mit
ollama-1  | 2026-09-07T13:21:54.054024797Z llama_model_loader: - kv   7:                       general.license.link str              = https://huggingface.co/microsoft/Phi-...
ollama-1  | 2026-09-07T13:21:54.054025839Z llama_model_loader: - kv   8:                               general.tags arr[str,3]       = ["nlp", "code", "text-generation"]
ollama-1  | 2026-09-07T13:21:54.054026964Z llama_model_loader: - kv   9:                          general.languages arr[str,1]       = ["en"]
ollama-1  | 2026-09-07T13:21:54.054027922Z llama_model_loader: - kv  10:                        phi3.context_length u32              = 131072
ollama-1  | 2026-09-07T13:21:54.054028755Z llama_model_loader: - kv  11:  phi3.rope.scaling.original_context_length u32              = 4096
ollama-1  | 2026-09-07T13:21:54.054029547Z llama_model_loader: - kv  12:                      phi3.embedding_length u32              = 3072
ollama-1  | 2026-09-07T13:21:54.054030297Z llama_model_loader: - kv  13:                   phi3.feed_forward_length u32              = 8192
ollama-1  | 2026-09-07T13:21:54.054030964Z llama_model_loader: - kv  14:                           phi3.block_count u32              = 32
ollama-1  | 2026-09-07T13:21:54.054031880Z llama_model_loader: - kv  15:                  phi3.attention.head_count u32              = 32
ollama-1  | 2026-09-07T13:21:54.054035505Z llama_model_loader: - kv  16:               phi3.attention.head_count_kv u32              = 32
ollama-1  | 2026-09-07T13:21:54.054036339Z llama_model_loader: - kv  17:      phi3.attention.layer_norm_rms_epsilon f32              = 0.000010
ollama-1  | 2026-09-07T13:21:54.054037172Z llama_model_loader: - kv  18:                  phi3.rope.dimension_count u32              = 96
ollama-1  | 2026-09-07T13:21:54.054038005Z llama_model_loader: - kv  19:                        phi3.rope.freq_base f32              = 10000.000000
ollama-1  | 2026-09-07T13:21:54.054038839Z llama_model_loader: - kv  20:                          general.file_type u32              = 2
ollama-1  | 2026-09-07T13:21:54.054039672Z llama_model_loader: - kv  21:              phi3.attention.sliding_window u32              = 262144
ollama-1  | 2026-09-07T13:21:54.054040547Z llama_model_loader: - kv  22:              phi3.rope.scaling.attn_factor f32              = 1.190238
ollama-1  | 2026-09-07T13:21:54.054041380Z llama_model_loader: - kv  23:                       tokenizer.ggml.model str              = llama
ollama-1  | 2026-09-07T13:21:54.054042214Z llama_model_loader: - kv  24:                         tokenizer.ggml.pre str              = default
ollama-1  | 2026-09-07T13:21:54.055659214Z llama_model_loader: - kv  25:                      tokenizer.ggml.tokens arr[str,32064]   = ["<unk>", "<s>", "</s>", "<0x00>", "<...
ollama-1  | 2026-09-07T13:21:54.060715589Z llama_model_loader: - kv  26:                      tokenizer.ggml.scores arr[f32,32064]   = [-1000.000000, -1000.000000, -1000.00...
ollama-1  | 2026-09-07T13:21:54.061280297Z llama_model_loader: - kv  27:                  tokenizer.ggml.token_type arr[i32,32064]   = [3, 3, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, ...
ollama-1  | 2026-09-07T13:21:54.061282047Z llama_model_loader: - kv  28:                tokenizer.ggml.bos_token_id u32              = 1
ollama-1  | 2026-09-07T13:21:54.061282797Z llama_model_loader: - kv  29:                tokenizer.ggml.eos_token_id u32              = 32000
ollama-1  | 2026-09-07T13:21:54.061283547Z llama_model_loader: - kv  30:            tokenizer.ggml.unknown_token_id u32              = 0
ollama-1  | 2026-09-07T13:21:54.061284297Z llama_model_loader: - kv  31:            tokenizer.ggml.padding_token_id u32              = 32000
ollama-1  | 2026-09-07T13:21:54.061285047Z llama_model_loader: - kv  32:               tokenizer.ggml.add_bos_token bool             = false
ollama-1  | 2026-09-07T13:21:54.061285797Z llama_model_loader: - kv  33:               tokenizer.ggml.add_eos_token bool             = false
ollama-1  | 2026-09-07T13:21:54.061286547Z llama_model_loader: - kv  34:                    tokenizer.chat_template str              = {% for message in messages %}{% if me...
ollama-1  | 2026-09-07T13:21:54.061287339Z llama_model_loader: - kv  35:               general.quantization_version u32              = 2
ollama-1  | 2026-09-07T13:21:54.061288130Z llama_model_loader: - type  f32:   67 tensors
ollama-1  | 2026-09-07T13:21:54.061288880Z llama_model_loader: - type q4_0:  129 tensors
ollama-1  | 2026-09-07T13:21:54.061289589Z llama_model_loader: - type q6_K:    1 tensors
ollama-1  | 2026-09-07T13:21:54.061290255Z print_info: file format = GGUF V3 (latest)
ollama-1  | 2026-09-07T13:21:54.061290964Z print_info: file type   = Q4_0
ollama-1  | 2026-09-07T13:21:54.061293214Z print_info: file size   = 2.03 GiB (4.55 BPW) 
ollama-1  | 2026-09-07T13:21:54.061293964Z load_arch_hparams: Phi SWA is currently disabled - results might be suboptimal for some models (see https://github.com/ggml-org/llama.cpp/pull/13676)
ollama-1  | 2026-09-07T13:21:54.063790297Z load: 0 unused tokens
ollama-1  | 2026-09-07T13:21:54.064995339Z load: control-looking token:      2 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
ollama-1  | 2026-09-07T13:21:54.065580505Z load: printing all EOG tokens:
ollama-1  | 2026-09-07T13:21:54.065583380Z load:   - 2 ('</s>')
ollama-1  | 2026-09-07T13:21:54.065584339Z load:   - 32000 ('<|endoftext|>')
ollama-1  | 2026-09-07T13:21:54.065585130Z load:   - 32007 ('<|end|>')
ollama-1  | 2026-09-07T13:21:54.065585880Z load: special tokens cache size = 14
ollama-1  | 2026-09-07T13:21:54.067400547Z load: token to piece cache size = 0.1685 MB
ollama-1  | 2026-09-07T13:21:54.067402755Z print_info: arch                  = phi3
ollama-1  | 2026-09-07T13:21:54.067403464Z print_info: vocab_only            = 0
ollama-1  | 2026-09-07T13:21:54.067404172Z print_info: no_alloc              = 0
ollama-1  | 2026-09-07T13:21:54.067404839Z print_info: n_ctx_train           = 131072
ollama-1  | 2026-09-07T13:21:54.067405547Z print_info: n_embd_inp            = 3072
ollama-1  | 2026-09-07T13:21:54.067406214Z print_info: n_embd                = 3072
ollama-1  | 2026-09-07T13:21:54.067407005Z print_info: n_embd_out            = 3072
ollama-1  | 2026-09-07T13:21:54.067407672Z print_info: n_layer               = 32
ollama-1  | 2026-09-07T13:21:54.067408339Z print_info: n_layer_all           = 32
ollama-1  | 2026-09-07T13:21:54.067408964Z print_info: n_head                = 32
ollama-1  | 2026-09-07T13:21:54.067409672Z print_info: n_head_kv             = 32
ollama-1  | 2026-09-07T13:21:54.067410297Z print_info: n_rot                 = 96
ollama-1  | 2026-09-07T13:21:54.067410964Z print_info: n_swa                 = 0
ollama-1  | 2026-09-07T13:21:54.067411630Z print_info: is_swa_any            = 0
ollama-1  | 2026-09-07T13:21:54.067412297Z print_info: n_embd_head_k         = 96
ollama-1  | 2026-09-07T13:21:54.067412964Z print_info: n_embd_head_v         = 96
ollama-1  | 2026-09-07T13:21:54.067413630Z print_info: n_gqa                 = 1
ollama-1  | 2026-09-07T13:21:54.067414297Z print_info: n_embd_k_gqa          = 3072
ollama-1  | 2026-09-07T13:21:54.067414964Z print_info: n_embd_v_gqa          = 3072
ollama-1  | 2026-09-07T13:21:54.067415672Z print_info: f_norm_eps            = 0.0e+00
ollama-1  | 2026-09-07T13:21:54.067416339Z print_info: f_norm_rms_eps        = 1.0e-05
ollama-1  | 2026-09-07T13:21:54.067417005Z print_info: f_clamp_kqv           = 0.0e+00
ollama-1  | 2026-09-07T13:21:54.067417672Z print_info: f_max_alibi_bias      = 0.0e+00
ollama-1  | 2026-09-07T13:21:54.067418380Z print_info: f_logit_scale         = 0.0e+00
ollama-1  | 2026-09-07T13:21:54.067419047Z print_info: f_attn_scale          = 0.0e+00
ollama-1  | 2026-09-07T13:21:54.067421339Z print_info: f_attn_value_scale    = 0.0000
ollama-1  | 2026-09-07T13:21:54.067422047Z print_info: n_ff                  = 8192
ollama-1  | 2026-09-07T13:21:54.067422714Z print_info: n_expert              = 0
ollama-1  | 2026-09-07T13:21:54.067423380Z print_info: n_expert_used         = 0
ollama-1  | 2026-09-07T13:21:54.067424047Z print_info: n_expert_groups       = 0
ollama-1  | 2026-09-07T13:21:54.067424714Z print_info: n_group_used          = 0
ollama-1  | 2026-09-07T13:21:54.067425380Z print_info: causal attn           = 1
ollama-1  | 2026-09-07T13:21:54.067426047Z print_info: pooling type          = -1
ollama-1  | 2026-09-07T13:21:54.067426714Z print_info: rope type             = 2
ollama-1  | 2026-09-07T13:21:54.067427380Z print_info: rope scaling          = linear
ollama-1  | 2026-09-07T13:21:54.067428089Z print_info: freq_base_train       = 10000.0
ollama-1  | 2026-09-07T13:21:54.067428755Z print_info: freq_scale_train      = 1
ollama-1  | 2026-09-07T13:21:54.067429464Z print_info: n_ctx_orig_yarn       = 4096
ollama-1  | 2026-09-07T13:21:54.067430130Z print_info: rope_yarn_log_mul     = 0.0000
ollama-1  | 2026-09-07T13:21:54.067430797Z print_info: rope_finetuned        = unknown
ollama-1  | 2026-09-07T13:21:54.067431464Z print_info: model type            = 3B
ollama-1  | 2026-09-07T13:21:54.067432130Z print_info: model params          = 3.82 B
ollama-1  | 2026-09-07T13:21:54.067432839Z print_info: general.name          = Phi 3 Mini 128k Instruct
ollama-1  | 2026-09-07T13:21:54.067433547Z print_info: vocab type            = SPM
ollama-1  | 2026-09-07T13:21:54.067434214Z print_info: n_vocab               = 32064
ollama-1  | 2026-09-07T13:21:54.067434880Z print_info: n_merges              = 0
ollama-1  | 2026-09-07T13:21:54.067435589Z print_info: BOS token             = 1 '<s>'
ollama-1  | 2026-09-07T13:21:54.067436339Z print_info: EOS token             = 32000 '<|endoftext|>'
ollama-1  | 2026-09-07T13:21:54.067437172Z print_info: EOT token             = 32007 '<|end|>'
ollama-1  | 2026-09-07T13:21:54.067437922Z print_info: UNK token             = 0 '<unk>'
ollama-1  | 2026-09-07T13:21:54.067438630Z print_info: PAD token             = 32000 '<|endoftext|>'
ollama-1  | 2026-09-07T13:21:54.067439339Z print_info: LF token              = 13 '<0x0A>'
ollama-1  | 2026-09-07T13:21:54.067440089Z print_info: EOG token             = 2 '</s>'
ollama-1  | 2026-09-07T13:21:54.067440797Z print_info: EOG token             = 32000 '<|endoftext|>'
ollama-1  | 2026-09-07T13:21:54.067441505Z print_info: EOG token             = 32007 '<|end|>'
ollama-1  | 2026-09-07T13:21:54.067442214Z print_info: max token length      = 48
ollama-1  | 2026-09-07T13:21:54.067442922Z load_tensors: loading model tensors, this can take a while... (mmap = false, direct_io = false)
ollama-1  | 2026-09-07T13:21:54.068174380Z load_tensors:          CPU model buffer size =    53.60 MiB
ollama-1  | 2026-09-07T13:21:54.068177422Z load_tensors:   CPU_REPACK model buffer size =  2021.06 MiB
ollama-1  | 2026-09-07T13:21:54.274461589Z time=2026-09-07T13:21:54.274Z level=INFO source=llama_server.go:1262 msg="waiting for llama-server to become available" status="llm server loading model"
ollama-1  | 2026-09-07T13:21:55.959769506Z time=2026-09-07T13:21:55.959Z level=INFO source=model_recommendations.go:177 msg="model recommendations cache sleep scheduled" wait=3h21m59.565546366s consecutive_failures=0
ollama-1  | 2026-09-07T13:22:00.796598217Z cmn  common_init_: added </s> logit bias = -inf
